"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 09 17:49:52 CST 2021","Tue Feb 09 17:50:10 CST 2021","18569","","test_baidudemo","","","","test_steps_demo[mac pro 2009]",""
